,user_id,event_id,rating
416,16,702,3
417,16,391,4
418,16,160,1
419,16,25,2
420,16,628,5
421,16,198,5
422,16,346,3
423,16,137,5
424,16,433,0
425,16,279,3
426,16,584,4
427,16,919,3
428,16,897,5
429,16,436,1
430,16,59,5
431,16,449,3
432,16,395,2
433,16,195,4
434,17,559,5
435,17,868,4
436,17,166,3
437,17,522,3
438,17,466,3
439,17,472,5
440,17,516,2
441,17,178,3
442,17,295,5
443,17,65,1
444,17,24,4
445,17,74,2
446,17,978,4
447,17,613,3
448,17,16,1
449,17,391,1
450,17,406,1
451,17,55,4
452,17,567,2
453,17,588,2
454,18,604,1
455,18,715,2
456,18,385,5
457,18,121,3
458,18,781,4
459,18,973,3
460,18,946,1
461,18,689,3
462,18,925,3
463,18,784,1
464,18,608,5
465,18,974,5
466,18,324,4
467,18,24,2
468,18,109,3
469,18,542,5
470,18,911,4
471,18,303,3
472,18,253,5
473,18,849,5
474,18,352,2
475,18,265,3
476,18,812,5
477,18,169,4
478,18,887,3
479,18,820,3
480,18,192,4
481,18,629,5
482,18,792,2
483,18,268,1
484,18,423,5
485,18,893,5
486,18,219,1
487,19,263,2
488,19,306,2
489,19,698,5
490,19,384,3
491,19,624,5
492,19,735,5
493,19,926,3
494,19,170,4
495,19,415,5
496,19,942,4
497,19,22,5
498,19,598,4
499,19,482,3
500,19,346,1
501,19,164,2
502,19,875,1
503,19,519,2
504,19,345,2
505,19,999,4
506,19,165,2
507,19,833,4
508,19,358,3
509,19,481,5
510,19,585,1
511,19,302,5
512,19,589,5
513,19,399,1
514,20,916,5
515,20,990,4
516,20,559,3
517,20,685,4
518,20,818,5
519,20,53,4
520,20,810,3
521,20,691,3
522,20,416,3
523,20,185,0
524,20,861,3
525,20,74,4
526,20,614,1
527,20,698,3
528,20,439,5
529,20,788,2
530,20,674,3
531,20,64,5
532,20,487,5
533,20,52,5
534,20,442,4
535,20,356,4
536,20,179,3
537,20,28,1
538,20,33,2
539,20,236,5
540,20,703,3
541,20,577,3
542,20,381,2
543,20,40,1
544,20,884,3
545,21,759,5
546,21,412,3
547,21,170,4
548,21,682,3
549,21,850,3
550,21,185,4
551,21,455,2
552,21,645,3
553,21,348,5
554,21,380,5
555,21,961,3
556,21,776,1
557,21,3,5
558,21,205,2
559,21,837,1
560,21,913,5
561,21,736,5
562,21,385,3
563,21,194,1
564,21,125,5
565,21,453,2
566,21,987,3
567,21,454,4
568,21,133,5
569,21,181,1
570,21,238,2
571,21,648,3
572,21,438,2
573,21,481,3
574,21,529,1
575,21,106,0
576,21,446,2
577,22,708,5
578,22,896,2
579,22,259,3
580,22,473,2
581,22,71,5
582,22,247,4
583,22,520,5
584,22,571,1
585,22,692,3
586,22,716,4
587,22,788,5
588,22,147,1
589,22,82,4
590,22,573,2
591,22,703,1
592,22,820,5
593,22,225,3
594,22,65,5
595,22,624,1
596,22,416,5
597,22,675,5
598,22,651,5
599,22,108,4
600,22,759,2
601,22,680,2
602,22,53,5
603,22,84,3
604,22,940,4
605,22,146,4
606,22,857,3
607,22,947,3
608,22,802,4
609,22,563,2
610,22,11,2
611,22,806,3
612,23,391,5
613,23,885,5
614,23,323,3
615,23,584,1
616,23,476,0
617,23,376,1
618,23,603,1
619,23,201,2
620,23,30,3
621,23,312,2
622,23,340,1
623,23,314,4
624,23,796,3
625,23,377,2
626,23,351,5
627,23,122,4
628,23,110,3
629,23,966,1
630,23,95,2
631,23,336,3
632,23,706,2
633,23,736,1
634,23,112,3
635,23,813,3
636,23,802,0
637,23,545,3
638,23,98,1
639,23,944,3
640,23,468,3
641,23,532,2
642,23,155,2
643,23,203,3
644,23,305,2
645,23,288,2
646,23,968,5
647,23,266,3
648,23,488,2
649,24,393,1
650,24,598,3
651,24,349,5
652,24,190,5
653,24,496,4
654,24,388,2
655,24,853,2
656,24,576,3
657,24,38,2
658,24,328,4
659,24,358,5
660,24,863,3
661,24,826,2
662,24,645,2
663,24,248,5
664,24,313,5
665,24,291,5
666,24,652,1
667,24,70,3
668,24,695,4
669,24,629,4
670,24,71,5
671,24,889,4
672,24,137,4
673,24,756,5
674,24,364,5
675,24,827,2
676,24,420,5
677,24,54,2
678,25,446,3
679,25,740,5
680,25,391,3
681,25,306,4
682,25,911,3
683,25,145,3
684,25,169,4
685,25,626,5
686,25,904,5
687,25,871,5
688,25,939,0
689,25,326,3
690,25,591,2
691,25,889,3
692,25,260,2
693,25,788,3
694,25,780,1
695,25,27,3
696,25,557,5
697,25,98,4
698,25,108,1
699,25,861,2
700,25,6,3
701,25,421,4
702,25,843,5
703,25,919,2
704,25,389,5
705,25,125,5
706,25,985,2
707,25,179,4
708,25,541,3
709,25,23,2
710,25,430,3
711,25,165,5
712,25,844,2
713,25,325,3
714,25,254,3
715,25,296,3
716,25,937,0
717,26,71,1
718,26,378,2
719,26,499,5
720,26,253,5
721,26,165,3
722,26,861,3
723,26,795,4
724,26,748,3
725,26,157,1
726,26,911,2
727,26,70,3
728,26,764,1
729,26,32,5
730,26,921,4
731,26,340,2
732,26,875,5
733,26,228,4
734,26,90,5
735,26,787,5
736,26,671,5
737,26,916,3
738,26,413,1
739,26,286,3
740,26,153,1
741,26,805,4
742,26,61,5
743,26,777,4
744,26,488,3
745,26,311,4
746,26,827,0
747,26,719,1
748,26,15,3
749,26,847,4
750,26,587,5
751,26,498,1
752,26,123,5
753,26,532,2
754,27,618,4
755,27,692,2
756,27,191,0
757,27,566,2
758,27,95,3
759,27,106,2
760,27,606,5
761,27,914,5
762,27,956,3
763,27,971,5
764,27,775,1
765,27,210,3
766,27,874,3
767,27,624,3
768,27,671,4
769,27,346,3
770,27,208,5
771,27,657,1
772,27,209,0
773,27,288,4
774,27,755,5
775,27,465,3
776,27,440,4
777,27,623,5
778,27,118,1
779,27,250,4
780,27,166,5
781,27,279,4
782,27,588,1
783,27,272,2
784,27,513,5
785,27,223,1
786,27,520,2
787,27,475,4
788,27,805,3
789,27,936,4
790,27,455,5
791,28,928,2
792,28,817,5
793,28,724,3
794,28,978,1
795,28,231,5
796,28,633,5
797,28,951,5
798,28,112,2
799,28,215,5
800,28,595,3
801,28,429,5
802,28,577,3
803,28,754,5
804,28,97,4
805,28,136,3
806,28,653,2
807,28,676,4
808,28,523,4
809,28,55,3
810,28,691,3
811,28,887,3
812,28,352,0
813,28,127,2
814,28,96,3
815,28,907,3
816,28,32,2
817,28,874,3
818,28,205,1
819,28,366,3
820,28,979,5
821,28,81,5
822,28,790,2
823,28,592,5
824,29,530,2
825,29,703,3
826,29,941,4
827,29,81,5
828,29,153,5
829,29,134,4
830,29,360,5
831,29,185,4
832,29,71,5
833,29,510,2
834,29,257,5
835,29,449,5
836,29,624,5
837,29,18,4
838,29,781,1
839,29,252,5
840,29,524,4
841,29,197,5
842,29,516,3
843,29,816,4
844,29,34,3
845,29,344,5
846,29,11,4
847,29,263,5
848,29,897,0
849,29,321,1
850,29,127,4
851,29,118,5
852,29,942,5
853,29,73,2
854,30,974,3
855,30,787,4
856,30,124,2
857,30,668,5
858,30,546,5
859,30,618,5
860,30,923,2
861,30,511,4
862,30,566,5
863,30,536,1
864,30,678,3
865,30,315,5
866,30,106,2
867,30,264,4
868,30,91,4
869,30,600,4
870,30,776,2
871,30,481,3
872,30,134,5
873,30,604,2
874,30,771,5
875,30,2,3
876,30,98,4
877,30,348,2
878,30,630,5
879,30,608,3
880,30,317,1
881,30,784,3
882,30,470,3
883,30,451,4
884,30,499,2
885,30,708,2
886,30,37,1
887,30,842,5
888,31,247,5
889,31,764,3
890,31,288,3
891,31,715,3
892,31,437,3
893,31,133,4
894,31,753,4
895,31,273,2
896,31,8,2
897,31,864,5
898,31,496,5
899,31,704,5
900,31,155,4
901,31,172,2
902,31,118,1
903,31,101,5
904,31,831,2
905,31,872,2
906,31,873,5
907,31,190,5
908,31,737,5
909,31,328,5
910,31,958,1
911,31,870,5
912,31,54,2
913,31,331,2
914,31,102,2
915,31,729,1
916,31,321,5
917,32,796,3
918,32,1,5
919,32,891,1
920,32,126,5
921,32,689,5
922,32,293,1
923,32,729,3
924,32,568,4
925,32,175,5
926,32,486,5
927,32,12,2
928,32,227,4
929,32,73,4
930,32,889,3
931,32,47,2
932,32,459,5
933,32,242,4
934,32,693,4
935,32,185,4
936,32,224,1
937,32,794,3
938,32,198,4
939,32,557,3
940,32,723,0
941,32,266,3
942,32,652,4
943,32,218,2
944,32,655,4
945,33,448,3
946,33,435,2
947,33,68,4
948,33,265,4
949,33,988,2
950,33,928,5
951,33,850,4
952,33,963,3
953,33,169,1
954,33,522,1
955,33,429,2
956,33,578,4
957,33,310,3
958,33,583,3
959,33,277,1
960,33,189,4
961,33,754,5
962,33,626,4
963,33,949,4
964,33,177,2
965,33,789,2
966,33,199,2
967,33,518,2
968,33,74,2
969,33,40,3
970,33,730,3
971,33,854,5
972,33,405,5
973,33,771,0
974,33,919,2
975,33,345,2
976,34,412,5
977,34,701,3
978,34,944,5
979,34,167,5
980,34,191,3
981,34,97,0
982,34,218,3
983,34,289,4
984,34,676,5
985,34,916,4
986,34,256,2
987,34,128,5
988,34,22,3
989,34,121,5
990,34,236,5
991,34,606,5
992,34,406,2
993,34,231,5
994,34,908,5
995,34,775,5
996,34,190,3
997,34,486,1
998,34,542,3
999,34,622,1
1000,34,587,5
1001,34,210,0
1002,34,971,3
1003,35,175,3
1004,35,356,5
1005,35,490,2
1006,35,842,1
1007,35,512,1
1008,35,740,2
1009,35,34,5
1010,35,502,2
1011,35,445,3
1012,35,399,3
1013,35,727,3
1014,35,358,3
1015,35,68,3
1016,35,110,3
1017,35,873,4
1018,35,966,4
1019,35,901,5
1020,35,97,5
1021,35,176,5
1022,35,354,0
1023,35,895,1
1024,35,172,2
1025,35,887,2
1026,35,830,4
1027,35,38,3
1028,35,117,3
1029,35,889,5
1030,35,381,5
1031,35,425,2
1032,35,999,3
1033,35,858,5
1034,35,466,3
1035,35,557,3
1036,35,197,4
1037,35,761,1
1038,35,11,5
1039,35,160,5
1040,35,884,3
1041,35,426,2
1042,35,881,5
1043,36,40,4
1044,36,715,3
1045,36,483,5
1046,36,358,5
1047,36,797,5
1048,36,70,5
1049,36,749,3
1050,36,387,5
1051,36,723,0
1052,36,216,5
1053,36,233,5
1054,36,847,5
1055,36,822,1
1056,36,441,3
1057,36,652,5
1058,36,871,3
1059,36,696,2
1060,36,719,2
1061,36,172,2
1062,36,304,4
1063,36,459,5
1064,36,883,1
1065,36,844,4
1066,36,116,2
1067,36,109,1
1068,36,692,5
1069,36,924,5
1070,36,555,5
1071,36,577,5
1072,36,465,4
1073,37,671,2
1074,37,497,4
1075,37,756,0
1076,37,393,4
1077,37,267,5
1078,37,767,5
1079,37,130,5
1080,37,301,4
1081,37,81,3
1082,37,430,1
1083,37,239,3
1084,37,490,2
1085,37,51,2
1086,37,225,4
1087,37,244,5
1088,37,835,3
1089,37,245,5
1090,37,755,4
1091,37,329,5
1092,37,105,4
1093,37,400,4
1094,37,896,5
1095,37,23,4
1096,37,594,1
1097,37,19,1
1098,37,38,4
1099,37,482,2
1100,38,241,2
1101,38,348,5
1102,38,701,2
1103,38,5,5
1104,38,296,5
1105,38,379,5
1106,38,387,0
1107,38,888,3
1108,38,430,3
1109,38,393,5
1110,38,653,0
1111,38,629,5
1112,38,643,2
1113,38,371,3
1114,38,256,1
1115,38,128,3
1116,38,386,5
1117,38,780,4
1118,38,901,5
1119,38,46,5
1120,38,395,2
1121,38,903,3
1122,38,192,2
1123,38,161,0
1124,38,134,2
1125,38,478,4
1126,38,843,5
1127,38,462,5
1128,38,219,5
1129,38,155,4
1130,38,669,5
1131,38,482,4
1132,38,146,0
1133,38,493,5
1134,38,495,5
1135,39,197,4
1136,39,324,3
1137,39,561,1
1138,39,559,4
1139,39,760,4
1140,39,346,3
1141,39,676,5
1142,39,114,5
1143,39,363,2
1144,39,626,2
1145,39,343,4
1146,39,928,1
1147,39,110,1
1148,39,868,3
1149,39,502,5
1150,39,853,5
1151,39,662,3
1152,39,598,5
1153,39,279,3
1154,39,241,5
1155,39,12,4
1156,39,531,5
1157,39,260,3
1158,39,395,5
1159,40,565,2
1160,40,490,2
1161,40,947,5
1162,40,939,5
1163,40,379,0
1164,40,759,2
1165,40,875,2
1166,40,88,3
1167,40,300,1
1168,40,498,3
1169,40,153,2
1170,40,310,5
1171,40,77,3
1172,40,8,4
1173,40,218,3
1174,40,330,1
1175,40,467,5
1176,40,25,5
1177,40,130,1
1178,40,871,1
1179,40,684,4
1180,40,893,3
1181,40,194,4
1182,40,248,5
1183,40,541,4
1184,40,629,1
1185,40,639,5
1186,40,338,2
1187,41,183,5
1188,41,567,2
1189,41,494,5
1190,41,48,2
1191,41,821,5
1192,41,263,4
1193,41,720,3
1194,41,768,5
1195,41,772,0
1196,41,213,4
1197,41,43,0
1198,41,482,3
1199,41,233,0
1200,41,824,3
1201,41,907,2
1202,41,304,4
1203,41,603,2
1204,41,598,2
1205,41,452,5
1206,41,965,5
1207,41,147,1
1208,41,160,5
1209,41,95,4
1210,41,322,3
1211,41,725,2
1212,41,859,2
1213,41,474,5
1214,41,376,3
1215,41,343,4
1216,42,62,2
1217,42,754,4
1218,42,817,0
1219,42,254,2
1220,42,467,4
1221,42,642,5
1222,42,929,4
1223,42,114,2
1224,42,748,5
1225,42,437,5
1226,42,928,4
1227,42,61,2
1228,42,951,1
1229,42,863,3
1230,42,397,1
1231,42,176,4
1232,42,301,1
1233,42,859,1
1234,42,649,5
1235,42,677,2
1236,42,406,2
1237,42,395,4
1238,42,742,2
1239,42,127,4
1240,42,179,2
1241,43,288,4
1242,43,72,5
1243,43,586,5
1244,43,432,5
1245,43,299,4
1246,43,773,5
1247,43,365,5
1248,43,56,4
1249,43,476,2
1250,43,848,4
1251,43,465,3
1252,43,146,5
1253,43,577,4
1254,43,189,5
1255,43,991,1
1256,43,787,2
1257,43,566,1
1258,43,153,4
1259,43,40,4
1260,43,677,5
1261,43,500,4
1262,43,490,3
1263,43,578,4
1264,43,730,3
1265,43,850,5
1266,43,873,2
1267,43,518,1
1268,43,723,1
1269,43,640,2
1270,43,836,2
1271,43,608,3
1272,43,448,2
1273,44,140,5
1274,44,141,3
1275,44,957,0
1276,44,34,1
1277,44,662,0
1278,44,109,5
1279,44,276,5
1280,44,157,5
1281,44,676,5
1282,44,110,5
1283,44,568,3
1284,44,230,5
1285,44,372,2
1286,44,257,2
1287,44,293,2
1288,44,926,5
1289,44,674,5
1290,44,794,3
1291,44,490,2
1292,44,368,2
1293,44,483,4
1294,44,810,3
1295,44,76,2
1296,44,622,3
1297,44,917,5
1298,44,315,5
1299,44,925,4
1300,44,911,3
1301,44,254,4
1302,44,165,2
1303,44,824,4
1304,45,408,2
1305,45,571,2
1306,45,163,2
1307,45,72,2
1308,45,95,4
1309,45,349,2
1310,45,828,2
1311,45,854,1
1312,45,590,3
1313,45,944,5
1314,45,602,3
1315,45,445,5
1316,45,358,5
1317,45,80,5
1318,45,496,3
1319,45,384,5
1320,45,152,4
1321,45,497,5
1322,45,324,3
1323,45,136,2
1324,45,209,5
1325,45,638,2
1326,45,398,4
1327,45,718,3
1328,45,471,5
1329,46,455,4
1330,46,60,1
1331,46,520,4
1332,46,363,5
1333,46,441,3
1334,46,582,5
1335,46,306,3
1336,46,61,5
1337,46,154,2
1338,46,377,3
1339,46,445,4
1340,46,797,4
1341,46,454,4
1342,46,857,3
1343,46,921,1
1344,46,46,4
1345,46,238,5
1346,46,403,3
1347,46,855,2
1348,46,777,3
1349,46,891,3
1350,46,142,5
1351,46,722,3
1352,46,13,5
1353,46,73,5
1354,46,614,2
1355,46,406,3
1356,47,433,2
1357,47,264,1
1358,47,54,4
1359,47,928,3
1360,47,957,5
1361,47,942,5
1362,47,692,4
1363,47,166,1
1364,47,176,1
1365,47,469,1
1366,47,758,4
1367,47,330,2
1368,47,98,3
1369,47,634,5
1370,47,331,4
1371,47,754,4
1372,47,280,2
1373,47,439,2
1374,47,835,1
1375,47,179,2
1376,47,134,4
1377,47,300,4
1378,47,632,4
1379,47,48,2
1380,47,631,5
1381,47,350,4
1382,47,361,0
1383,47,662,5
1384,48,55,3
1385,48,533,5
1386,48,907,4
1387,48,732,2
1388,48,203,3
1389,48,576,5
1390,48,758,3
1391,48,379,5
1392,48,903,4
1393,48,777,4
1394,48,583,5
1395,48,624,2
1396,48,657,4
1397,48,975,4
1398,48,488,4
1399,48,35,4
1400,48,883,5
1401,48,159,5
1402,48,692,5
1403,48,879,3
1404,48,336,3
1405,48,753,2
1406,48,321,5
1407,49,901,3
1408,49,336,4
1409,49,47,5
1410,49,806,5
1411,49,753,5
1412,49,324,3
1413,49,6,2
1414,49,903,4
1415,49,293,5
1416,49,459,2
1417,49,150,2
1418,49,358,2
1419,49,518,3
1420,49,37,5
1421,49,831,5
1422,49,590,2
1423,49,348,3
1424,49,669,4
1425,49,449,5
1426,49,830,0
1427,49,704,2
1428,49,645,3
1429,49,149,4
1430,49,78,5
1431,49,630,3
1432,49,355,1
1433,49,13,5
1434,49,11,1
1435,49,433,3
1436,49,559,5
1437,49,885,2
1438,49,189,3
1439,49,377,4
1440,50,52,2
1441,50,397,4
1442,50,90,5
1443,50,559,5
1444,50,419,4
1445,50,869,2
1446,50,754,4
1447,50,472,5
1448,50,892,3
1449,50,251,5
1450,50,348,1
1451,50,756,0
1452,50,192,4
1453,50,618,4
1454,50,208,3
1455,50,993,2
1456,50,67,1
1457,50,110,3
1458,50,446,4
1459,50,430,3
1460,50,43,2
1461,50,468,3
1462,50,180,4
1463,50,893,3
1464,50,590,4
1465,50,99,2
1466,50,340,2
1467,51,634,2
1468,51,60,5
1469,51,419,2
1470,51,692,2
1471,51,736,3
1472,51,101,0
1473,51,855,4
1474,51,783,3
1475,51,476,4
1476,51,861,5
1477,51,755,3
1478,51,495,2
1479,51,56,0
1480,51,391,3
1481,51,916,2
1482,51,406,1
1483,51,251,5
1484,51,944,4
1485,51,99,5
1486,51,772,3
1487,51,293,3
1488,51,299,1
1489,51,684,4
1490,51,651,5
1491,51,112,1
1492,51,153,3
1493,51,267,1
1494,51,633,5
1495,51,787,2
1496,52,31,4
1497,52,662,5
1498,52,624,1
1499,52,344,4
1500,52,384,3
1501,52,193,4
1502,52,220,4
1503,52,423,1
1504,52,793,2
1505,52,326,4
1506,52,476,3
1507,52,276,1
1508,52,157,1
1509,52,327,0
1510,52,446,2
1511,52,646,5
1512,52,150,2
1513,52,331,3
1514,52,145,2
1515,52,704,5
1516,52,469,5
1517,52,656,3
1518,52,582,5
1519,52,874,2
1520,52,380,5
1521,52,443,2
1522,52,257,1
1523,52,354,2
1524,52,179,1
1525,52,516,3
1526,53,912,5
1527,53,123,3
1528,53,909,3
1529,53,356,2
1530,53,355,3
1531,53,172,5
1532,53,712,2
1533,53,403,3
1534,53,633,4
1535,53,632,5
1536,53,205,5
1537,53,34,5
1538,53,194,4
1539,53,174,0
1540,53,565,5
1541,53,389,1
1542,53,550,4
1543,53,337,4
1544,53,42,3
1545,53,193,2
1546,53,420,2
1547,53,479,3
1548,53,579,3
1549,53,908,4
1550,53,824,1
1551,53,35,4
1552,53,256,5
1553,53,736,3
1554,53,719,5
1555,53,991,2
1556,53,23,5
1557,53,748,5
1558,53,181,1
1559,53,210,4
1560,54,305,5
1561,54,227,2
1562,54,861,0
1563,54,87,3
1564,54,449,4
1565,54,670,2
1566,54,23,3
1567,54,295,5
1568,54,385,2
1569,54,728,4
1570,54,276,3
1571,54,818,4
1572,54,494,3
1573,54,270,4
1574,54,937,2
1575,54,219,4
1576,54,826,3
1577,54,204,1
1578,54,223,2
1579,54,376,1
1580,54,400,5
1581,54,618,3
1582,55,922,1
1583,55,652,2
1584,55,118,1
1585,55,862,5
1586,55,80,3
1587,55,268,2
1588,55,406,4
1589,55,938,2
1590,55,522,3
1591,55,978,5
1592,55,470,5
1593,55,132,1
1594,55,542,3
1595,55,415,4
1596,55,312,4
1597,55,262,3
1598,55,64,4
1599,55,479,5
1600,55,200,5
1601,55,229,3
1602,55,108,4
1603,55,835,2
1604,55,857,1
1605,55,586,5
1606,55,327,2
1607,55,975,4
1608,55,116,1
1609,55,889,4
1610,55,173,4
1611,55,825,5
1612,55,732,3
1613,55,559,4
1614,55,895,5
1615,55,629,3
1616,55,657,5
1617,55,771,3
1618,55,705,2
1619,55,824,5
1620,55,174,2
1621,56,632,1
1622,56,447,2
1623,56,767,3
1624,56,159,1
1625,56,904,2
1626,56,822,3
1627,56,722,5
1628,56,15,4
1629,56,410,3
1630,56,148,4
1631,56,946,2
1632,56,101,1
1633,56,77,0
1634,56,689,3
1635,56,175,2
1636,56,884,2
1637,56,268,2
1638,56,206,2
1639,56,964,3
1640,56,124,3
1641,56,126,4
1642,56,718,3
1643,56,225,2
1644,56,198,2
1645,56,798,2
1646,56,606,5
1647,56,786,4
1648,56,519,3
1649,56,367,1
1650,56,329,2
1651,56,302,1
1652,56,598,4
1653,56,784,4
1654,56,478,5
1655,56,296,2
1656,56,821,5
1657,57,454,5
1658,57,832,4
1659,57,732,3
1660,57,993,4
1661,57,178,2
1662,57,343,5
1663,57,130,1
